#WORD	NN	VB	JJ	RB	DT	IN	OT
clerical-lay	0.000	0.000	1.000	0.000	0.000	0.000	0.000
clerking	0.000	1.000	0.000	0.000	0.000	0.000	0.000
cleva	1.000	0.000	0.000	0.000	0.000	0.000	0.000
clicking	1.000	0.000	0.000	0.000	0.000	0.000	0.000
clicks	0.500	0.500	0.000	0.000	0.000	0.000	0.000
client-service	1.000	0.000	0.000	0.000	0.000	0.000	0.000
clients'	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cliffhanging	0.000	1.000	0.000	0.000	0.000	0.000	0.000
climates	1.000	0.000	0.000	0.000	0.000	0.000	0.000
climaxes	1.000	0.000	0.000	0.000	0.000	0.000	0.000
climbs	1.000	0.000	0.000	0.000	0.000	0.000	0.000
climes	1.000	0.000	0.000	0.000	0.000	0.000	0.000
clinched	0.000	1.000	0.000	0.000	0.000	0.000	0.000
clincher	1.000	0.000	0.000	0.000	0.000	0.000	0.000
clinches	1.000	0.000	0.000	0.000	0.000	0.000	0.000
clinically	0.000	0.000	0.000	1.000	0.000	0.000	0.000
clinked	0.000	1.000	0.000	0.000	0.000	0.000	0.000
cliques	1.000	0.000	0.000	0.000	0.000	0.000	0.000
clive	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cloakrooms	1.000	0.000	0.000	0.000	0.000	0.000	0.000
clobber	0.000	1.000	0.000	0.000	0.000	0.000	0.000
clobbered	0.000	1.000	0.000	0.000	0.000	0.000	0.000
clobbers	0.000	1.000	0.000	0.000	0.000	0.000	0.000
clocked	0.000	1.000	0.000	0.000	0.000	0.000	0.000
clocking	1.000	0.000	0.000	0.000	0.000	0.000	0.000
clockwork	1.000	0.000	0.000	0.000	0.000	0.000	0.000
clod	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cloddishness	1.000	0.000	0.000	0.000	0.000	0.000	0.000
clodhoppers	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cloisters	1.000	0.000	0.000	0.000	0.000	0.000	0.000
clomped	0.000	1.000	0.000	0.000	0.000	0.000	0.000
clonic	0.000	0.000	1.000	0.000	0.000	0.000	0.000
close-in	0.000	0.000	1.000	0.000	0.000	0.000	0.000
closed-circuit	0.000	0.000	1.000	0.000	0.000	0.000	0.000
closely-packed	0.000	0.000	1.000	0.000	0.000	0.000	0.000
closeness	1.000	0.000	0.000	0.000	0.000	0.000	0.000
closeted	0.000	1.000	0.000	0.000	0.000	0.000	0.000
closeup	0.000	0.000	1.000	0.000	0.000	0.000	0.000
clostridium	1.000	0.000	0.000	0.000	0.000	0.000	0.000
closure	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cloth-of-gold	1.000	0.000	0.000	0.000	0.000	0.000	0.000
clothbound	0.000	0.000	1.000	0.000	0.000	0.000	0.000
clothe	0.000	1.000	0.000	0.000	0.000	0.000	0.000
clothesbrush	1.000	0.000	0.000	0.000	0.000	0.000	0.000
clothesline	1.000	0.000	0.000	0.000	0.000	0.000	0.000
clotheslines	1.000	0.000	0.000	0.000	0.000	0.000	0.000
clothier	1.000	0.000	0.000	0.000	0.000	0.000	0.000
clotted	0.000	1.000	0.000	0.000	0.000	0.000	0.000
cloture	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cloudcroft	1.000	0.000	0.000	0.000	0.000	0.000	0.000
clout	1.000	0.000	0.000	0.000	0.000	0.000	0.000
clov	1.000	0.000	0.000	0.000	0.000	0.000	0.000
clove	1.000	0.000	0.000	0.000	0.000	0.000	0.000
clown's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
clowning	1.000	0.000	0.000	0.000	0.000	0.000	0.000
clubrooms	1.000	0.000	0.000	0.000	0.000	0.000	0.000
clucked	0.000	1.000	0.000	0.000	0.000	0.000	0.000
clucking	0.000	1.000	0.000	0.000	0.000	0.000	0.000
clucks	0.500	0.500	0.000	0.000	0.000	0.000	0.000
clumsily	0.000	0.000	0.000	1.000	0.000	0.000	0.000
clustering	0.500	0.500	0.000	0.000	0.000	0.000	0.000
clyfford	1.000	0.000	0.000	0.000	0.000	0.000	0.000
co-author	1.000	0.000	0.000	0.000	0.000	0.000	0.000
co-cola	1.000	0.000	0.000	0.000	0.000	0.000	0.000
co-educational	0.000	0.000	1.000	0.000	0.000	0.000	0.000
co-existence	1.000	0.000	0.000	0.000	0.000	0.000	0.000
co-extinction	1.000	0.000	0.000	0.000	0.000	0.000	0.000
co-occurring	0.000	1.000	0.000	0.000	0.000	0.000	0.000
co-op	1.000	0.000	0.000	0.000	0.000	0.000	0.000
co-operated	0.000	1.000	0.000	0.000	0.000	0.000	0.000
co-operates	0.000	1.000	0.000	0.000	0.000	0.000	0.000
co-operating	0.000	1.000	0.000	0.000	0.000	0.000	0.000
co-ops	1.000	0.000	0.000	0.000	0.000	0.000	0.000
co-opting	0.000	1.000	0.000	0.000	0.000	0.000	0.000
co-ordinate	0.000	1.000	0.000	0.000	0.000	0.000	0.000
co-ordinated	0.000	1.000	0.000	0.000	0.000	0.000	0.000
co-ordinates	0.000	1.000	0.000	0.000	0.000	0.000	0.000
co-ordinating	0.000	1.000	0.000	0.000	0.000	0.000	0.000
co-ordinator	1.000	0.000	0.000	0.000	0.000	0.000	0.000
co-signers	1.000	0.000	0.000	0.000	0.000	0.000	0.000
co-star	1.000	0.000	0.000	0.000	0.000	0.000	0.000
coach's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
coachwork	1.000	0.000	0.000	0.000	0.000	0.000	0.000
coagulating	0.000	1.000	0.000	0.000	0.000	0.000	0.000
coahse	1.000	0.000	0.000	0.000	0.000	0.000	0.000
coal-like	0.000	0.000	1.000	0.000	0.000	0.000	0.000
coal-railroad	1.000	0.000	0.000	0.000	0.000	0.000	0.000
coalesce	0.000	1.000	0.000	0.000	0.000	0.000	0.000
coalesced	0.000	1.000	0.000	0.000	0.000	0.000	0.000
coalescence	1.000	0.000	0.000	0.000	0.000	0.000	0.000
coalesces	0.000	1.000	0.000	0.000	0.000	0.000	0.000
coarsely	0.000	0.000	0.000	1.000	0.000	0.000	0.000
coarsened	0.000	1.000	0.000	0.000	0.000	0.000	0.000
coarseness	1.000	0.000	0.000	0.000	0.000	0.000	0.000
coast-to-coast	1.000	0.000	0.000	0.000	0.000	0.000	0.000
coastline	1.000	0.000	0.000	0.000	0.000	0.000	0.000
coattails	1.000	0.000	0.000	0.000	0.000	0.000	0.000
coax	0.000	1.000	0.000	0.000	0.000	0.000	0.000
coaxial	0.000	0.000	1.000	0.000	0.000	0.000	0.000
coaxing	0.000	1.000	0.000	0.000	0.000	0.000	0.000
cobalt-60	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cobb's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cobbler's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cobblestone	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cobblestones	1.000	0.000	0.000	0.000	0.000	0.000	0.000
coble	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cobwebs	1.000	0.000	0.000	0.000	0.000	0.000	0.000
coca-cola	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cocaine	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cocao	1.000	0.000	0.000	0.000	0.000	0.000	0.000
coccidioidomycosis	1.000	0.000	0.000	0.000	0.000	0.000	0.000
coccidiosis	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cochran	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cockatoo	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cockeyed	0.000	0.000	1.000	0.000	0.000	0.000	0.000
cockier	0.000	0.000	1.000	0.000	0.000	0.000	0.000
cockpits	1.000	0.000	0.000	0.000	0.000	0.000	0.000
coco	1.000	0.000	0.000	0.000	0.000	0.000	0.000
coconut-containing	0.000	0.000	1.000	0.000	0.000	0.000	0.000
cocopalm	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cocu	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cod	1.000	0.000	0.000	0.000	0.000	0.000	0.000
code,dtf	1.000	0.000	0.000	0.000	0.000	0.000	0.000
coded	0.000	1.000	0.000	0.000	0.000	0.000	0.000
codetermines	0.000	1.000	0.000	0.000	0.000	0.000	0.000
codfish	1.000	0.000	0.000	0.000	0.000	0.000	0.000
codified	0.000	1.000	0.000	0.000	0.000	0.000	0.000
cody	1.000	0.000	0.000	0.000	0.000	0.000	0.000
coed	1.000	0.000	0.000	0.000	0.000	0.000	0.000
coeditors	1.000	0.000	0.000	0.000	0.000	0.000	0.000
coeds	1.000	0.000	0.000	0.000	0.000	0.000	0.000
coerced	0.000	1.000	0.000	0.000	0.000	0.000	0.000
coexist	0.000	1.000	0.000	0.000	0.000	0.000	0.000
coexistent	0.000	0.000	1.000	0.000	0.000	0.000	0.000
cofactors	1.000	0.000	0.000	0.000	0.000	0.000	0.000
coffee-house	1.000	0.000	0.000	0.000	0.000	0.000	0.000
coffeecup	1.000	0.000	0.000	0.000	0.000	0.000	0.000
coffers	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cogently	0.000	0.000	0.000	1.000	0.000	0.000	0.000
cognate	0.000	0.000	1.000	0.000	0.000	0.000	0.000
cogs	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cohere	0.000	1.000	0.000	0.000	0.000	0.000	0.000
coherence	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cohesively	0.000	0.000	0.000	1.000	0.000	0.000	0.000
cohesiveness	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cohnfidunt	0.000	0.000	1.000	0.000	0.000	0.000	0.000
cohorts	1.000	0.000	0.000	0.000	0.000	0.000	0.000
coiffure	1.000	0.000	0.000	0.000	0.000	0.000	0.000
coiled	0.000	1.000	0.000	0.000	0.000	0.000	0.000
coiling	0.000	1.000	0.000	0.000	0.000	0.000	0.000
coincidental	0.000	0.000	1.000	0.000	0.000	0.000	0.000
coinciding	0.000	1.000	0.000	0.000	0.000	0.000	0.000
cokes	1.000	0.000	0.000	0.000	0.000	0.000	0.000
colavito	1.000	0.000	0.000	0.000	0.000	0.000	0.000
colchicum	1.000	0.000	0.000	0.000	0.000	0.000	0.000
colcord	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cold-blooded	0.000	0.000	1.000	0.000	0.000	0.000	0.000
cold-bloodedly	0.000	0.000	0.000	1.000	0.000	0.000	0.000
cold-war	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cole's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cole	1.000	0.000	0.000	0.000	0.000	0.000	0.000
colee	1.000	0.000	0.000	0.000	0.000	0.000	0.000
colefax	1.000	0.000	0.000	0.000	0.000	0.000	0.000
coleridge	1.000	0.000	0.000	0.000	0.000	0.000	0.000
coles	1.000	0.000	0.000	0.000	0.000	0.000	0.000
coletta	1.000	0.000	0.000	0.000	0.000	0.000	0.000
colh	1.000	0.000	0.000	0.000	0.000	0.000	0.000
colicky	0.000	0.000	1.000	0.000	0.000	0.000	0.000
collaborator	1.000	0.000	0.000	0.000	0.000	0.000	0.000
collapses	0.000	1.000	0.000	0.000	0.000	0.000	0.000
collapsible	0.000	0.000	1.000	0.000	0.000	0.000	0.000
collar-to-collar	0.000	0.000	1.000	0.000	0.000	0.000	0.000
collarbone	1.000	0.000	0.000	0.000	0.000	0.000	0.000
collared	0.000	1.000	0.000	0.000	0.000	0.000	0.000
collars	1.000	0.000	0.000	0.000	0.000	0.000	0.000
collated	0.000	1.000	0.000	0.000	0.000	0.000	0.000
collation	1.000	0.000	0.000	0.000	0.000	0.000	0.000
collectible	0.000	0.000	1.000	0.000	0.000	0.000	0.000
collective-bargaining	1.000	0.000	0.000	0.000	0.000	0.000	0.000
college's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
college-educated	0.000	0.000	1.000	0.000	0.000	0.000	0.000
college-oriented	0.000	0.000	1.000	0.000	0.000	0.000	0.000
collegians	1.000	0.000	0.000	0.000	0.000	0.000	0.000
colles	0.000	0.000	1.000	0.000	0.000	0.000	0.000
collett	1.000	0.000	0.000	0.000	0.000	0.000	0.000
collided	0.000	1.000	0.000	0.000	0.000	0.000	0.000
collimated	0.000	1.000	0.000	0.000	0.000	0.000	0.000
collins'	1.000	0.000	0.000	0.000	0.000	0.000	0.000
collinsville	1.000	0.000	0.000	0.000	0.000	0.000	0.000
collonaded	0.000	0.000	1.000	0.000	0.000	0.000	0.000
colloquy	1.000	0.000	0.000	0.000	0.000	0.000	0.000
collosal	0.000	0.000	1.000	0.000	0.000	0.000	0.000
colmans	1.000	0.000	0.000	0.000	0.000	0.000	0.000
colmer's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
colombia	1.000	0.000	0.000	0.000	0.000	0.000	0.000
colombian	0.500	0.000	0.500	0.000	0.000	0.000	0.000
colonels	1.000	0.000	0.000	0.000	0.000	0.000	0.000
colonialist	1.000	0.000	0.000	0.000	0.000	0.000	0.000
colonials	1.000	0.000	0.000	0.000	0.000	0.000	0.000
colonists'	1.000	0.000	0.000	0.000	0.000	0.000	0.000
colonists	1.000	0.000	0.000	0.000	0.000	0.000	0.000
colonized	0.000	1.000	0.000	0.000	0.000	0.000	0.000
colonnaded	0.000	0.000	1.000	0.000	0.000	0.000	0.000
colonus	1.000	0.000	0.000	0.000	0.000	0.000	0.000
colony's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
colorado's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
colorama	1.000	0.000	0.000	0.000	0.000	0.000	0.000
coloreds	1.000	0.000	0.000	0.000	0.000	0.000	0.000
colorin'	1.000	0.000	0.000	0.000	0.000	0.000	0.000
colossus	1.000	0.000	0.000	0.000	0.000	0.000	0.000
colour-prints	1.000	0.000	0.000	0.000	0.000	0.000	0.000
coloured	0.000	1.000	0.000	0.000	0.000	0.000	0.000
colt's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
coltish	0.000	0.000	1.000	0.000	0.000	0.000	0.000
columbines	1.000	0.000	0.000	0.000	0.000	0.000	0.000
column-shaped	0.000	0.000	1.000	0.000	0.000	0.000	0.000
colvin's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
colzani	1.000	0.000	0.000	0.000	0.000	0.000	0.000
com	0.000	1.000	0.000	0.000	0.000	0.000	0.000
comanche	1.000	0.000	0.000	0.000	0.000	0.000	0.000
comas	1.000	0.000	0.000	0.000	0.000	0.000	0.000
combat-inflicted	0.000	0.000	1.000	0.000	0.000	0.000	0.000
combat-tested	0.000	0.000	1.000	0.000	0.000	0.000	0.000
combatant	0.500	0.000	0.500	0.000	0.000	0.000	0.000
combatants	1.000	0.000	0.000	0.000	0.000	0.000	0.000
combating	0.000	1.000	0.000	0.000	0.000	0.000	0.000
combatted	0.000	1.000	0.000	0.000	0.000	0.000	0.000
combe	1.000	0.000	0.000	0.000	0.000	0.000	0.000
combinable	0.000	0.000	1.000	0.000	0.000	0.000	0.000
combing	0.000	1.000	0.000	0.000	0.000	0.000	0.000
combs	1.000	0.000	0.000	0.000	0.000	0.000	0.000
combustibles	1.000	0.000	0.000	0.000	0.000	0.000	0.000
come-uppance	1.000	0.000	0.000	0.000	0.000	0.000	0.000
comedie	1.000	0.000	0.000	0.000	0.000	0.000	0.000
comely	0.000	0.000	1.000	0.000	0.000	0.000	0.000
comend	0.000	1.000	0.000	0.000	0.000	0.000	0.000
comenico	1.000	0.000	0.000	0.000	0.000	0.000	0.000
comer	1.000	0.000	0.000	0.000	0.000	0.000	0.000
comest	0.000	1.000	0.000	0.000	0.000	0.000	0.000
comet's-tail	1.000	0.000	0.000	0.000	0.000	0.000	0.000
comet	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cometary	0.000	0.000	1.000	0.000	0.000	0.000	0.000
cometh	0.000	1.000	0.000	0.000	0.000	0.000	0.000
comforted	0.000	1.000	0.000	0.000	0.000	0.000	0.000
comico-romantico	0.000	0.000	1.000	0.000	0.000	0.000	0.000
cominform	1.000	0.000	0.000	0.000	0.000	0.000	0.000
comings	1.000	0.000	0.000	0.000	0.000	0.000	0.000
comiskey	1.000	0.000	0.000	0.000	0.000	0.000	0.000
command's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
commandant	1.000	0.000	0.000	0.000	0.000	0.000	0.000
commandeered	0.000	1.000	0.000	0.000	0.000	0.000	0.000
commandeering	0.000	1.000	0.000	0.000	0.000	0.000	0.000
commando-trained	0.000	0.000	1.000	0.000	0.000	0.000	0.000
commawnded	0.000	1.000	0.000	0.000	0.000	0.000	0.000
commemorates	0.000	1.000	0.000	0.000	0.000	0.000	0.000
commemorating	0.000	1.000	0.000	0.000	0.000	0.000	0.000
commencements	1.000	0.000	0.000	0.000	0.000	0.000	0.000
commences	0.000	1.000	0.000	0.000	0.000	0.000	0.000
commendation	1.000	0.000	0.000	0.000	0.000	0.000	0.000
commends	0.000	1.000	0.000	0.000	0.000	0.000	0.000
commercialism	1.000	0.000	0.000	0.000	0.000	0.000	0.000
commercialization	1.000	0.000	0.000	0.000	0.000	0.000	0.000
comminge	0.000	1.000	0.000	0.000	0.000	0.000	0.000
commingled	0.000	1.000	0.000	0.000	0.000	0.000	0.000
commiserate	0.000	1.000	0.000	0.000	0.000	0.000	0.000
commissary	1.000	0.000	0.000	0.000	0.000	0.000	0.000
commission-controlled	0.000	0.000	1.000	0.000	0.000	0.000	0.000
committee's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
committeeman	1.000	0.000	0.000	0.000	0.000	0.000	0.000
committment	1.000	0.000	0.000	0.000	0.000	0.000	0.000
common-sense	0.500	0.000	0.500	0.000	0.000	0.000	0.000
commoner	0.000	0.000	1.000	0.000	0.000	0.000	0.000
commoners	1.000	0.000	0.000	0.000	0.000	0.000	0.000
commonest	0.000	0.000	1.000	0.000	0.000	0.000	0.000
commonness	1.000	0.000	0.000	0.000	0.000	0.000	0.000
commons	1.000	0.000	0.000	0.000	0.000	0.000	0.000
commonwealths	1.000	0.000	0.000	0.000	0.000	0.000	0.000
communicator's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
communicators	1.000	0.000	0.000	0.000	0.000	0.000	0.000
communiques	1.000	0.000	0.000	0.000	0.000	0.000	0.000
communism's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
communist-inspired	0.000	0.000	1.000	0.000	0.000	0.000	0.000
communist-type	0.000	0.000	1.000	0.000	0.000	0.000	0.000
communize	0.000	1.000	0.000	0.000	0.000	0.000	0.000
commutation	1.000	0.000	0.000	0.000	0.000	0.000	0.000
commutator-like	0.000	0.000	1.000	0.000	0.000	0.000	0.000
compactly	0.000	0.000	0.000	1.000	0.000	0.000	0.000
compacts	1.000	0.000	0.000	0.000	0.000	0.000	0.000
companionable	0.000	0.000	1.000	0.000	0.000	0.000	0.000
companionway	1.000	0.000	0.000	0.000	0.000	0.000	0.000
company-paid	0.000	0.000	1.000	0.000	0.000	0.000	0.000
company-wide	0.000	0.000	1.000	0.000	0.000	0.000	0.000
compartments	1.000	0.000	0.000	0.000	0.000	0.000	0.000
compatability	1.000	0.000	0.000	0.000	0.000	0.000	0.000
compatriot	1.000	0.000	0.000	0.000	0.000	0.000	0.000
compatriots	1.000	0.000	0.000	0.000	0.000	0.000	0.000
compendium	1.000	0.000	0.000	0.000	0.000	0.000	0.000
compensates	0.000	1.000	0.000	0.000	0.000	0.000	0.000
competency	1.000	0.000	0.000	0.000	0.000	0.000	0.000
competes	0.000	1.000	0.000	0.000	0.000	0.000	0.000
compile	0.000	1.000	0.000	0.000	0.000	0.000	0.000
complacent	0.000	0.000	1.000	0.000	0.000	0.000	0.000
complainant	1.000	0.000	0.000	0.000	0.000	0.000	0.000
complaisance	1.000	0.000	0.000	0.000	0.000	0.000	0.000
complaisant	0.000	0.000	1.000	0.000	0.000	0.000	0.000
compleated	0.000	1.000	0.000	0.000	0.000	0.000	0.000
complection	1.000	0.000	0.000	0.000	0.000	0.000	0.000
complementing	0.000	1.000	0.000	0.000	0.000	0.000	0.000
completely-restored	0.000	0.000	1.000	0.000	0.000	0.000	0.000
complex-valued	0.000	0.000	1.000	0.000	0.000	0.000	0.000
complicating	0.000	1.000	0.000	0.000	0.000	0.000	0.000
complimenting	0.000	1.000	0.000	0.000	0.000	0.000	0.000
comport	0.000	1.000	0.000	0.000	0.000	0.000	0.000
comported	0.000	1.000	0.000	0.000	0.000	0.000	0.000
comportment	1.000	0.000	0.000	0.000	0.000	0.000	0.000
composer's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
composer-pianist-conductor	1.000	0.000	0.000	0.000	0.000	0.000	0.000
composers'	1.000	0.000	0.000	0.000	0.000	0.000	0.000
composites	1.000	0.000	0.000	0.000	0.000	0.000	0.000
compositional	0.000	0.000	1.000	0.000	0.000	0.000	0.000
compote	1.000	0.000	0.000	0.000	0.000	0.000	0.000
compound-engine	1.000	0.000	0.000	0.000	0.000	0.000	0.000
compounding	0.000	1.000	0.000	0.000	0.000	0.000	0.000
comprehensively	0.000	0.000	0.000	0.500	0.000	0.000	0.500
compressibility	1.000	0.000	0.000	0.000	0.000	0.000	0.000
compressing	0.000	1.000	0.000	0.000	0.000	0.000	0.000
compromises	1.000	0.000	0.000	0.000	0.000	0.000	0.000
compulsions	1.000	0.000	0.000	0.000	0.000	0.000	0.000
computational	0.000	0.000	1.000	0.000	0.000	0.000	0.000
computations	1.000	0.000	0.000	0.000	0.000	0.000	0.000
comroe	1.000	0.000	0.000	0.000	0.000	0.000	0.000
concealing	0.000	1.000	0.000	0.000	0.000	0.000	0.000
concededly	0.000	0.000	0.000	1.000	0.000	0.000	0.000
concedes	0.000	1.000	0.000	0.000	0.000	0.000	0.000
concentration-camp	1.000	0.000	0.000	0.000	0.000	0.000	0.000
conceptualization	1.000	0.000	0.000	0.000	0.000	0.000	0.000
conceptually	0.000	0.000	0.000	1.000	0.000	0.000	0.000
concert-disc	1.000	0.000	0.000	0.000	0.000	0.000	0.000
concerti	1.000	0.000	0.000	0.000	0.000	0.000	0.000
concertina	1.000	0.000	0.000	0.000	0.000	0.000	0.000
concertmaster	1.000	0.000	0.000	0.000	0.000	0.000	0.000
concerto's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
concetta	1.000	0.000	0.000	0.000	0.000	0.000	0.000
conciliate	0.000	1.000	0.000	0.000	0.000	0.000	0.000
conciliator	1.000	0.000	0.000	0.000	0.000	0.000	0.000
concise	0.000	0.000	1.000	0.000	0.000	0.000	0.000
conciseness	1.000	0.000	0.000	0.000	0.000	0.000	0.000
concocted	0.000	1.000	0.000	0.000	0.000	0.000	0.000
concordance	1.000	0.000	0.000	0.000	0.000	0.000	0.000
concretistic-seeming	0.000	0.000	1.000	0.000	0.000	0.000	0.000
concurrently	0.000	0.000	0.000	1.000	0.000	0.000	0.000
concussion	1.000	0.000	0.000	0.000	0.000	0.000	0.000
condemnatory	0.000	0.000	1.000	0.000	0.000	0.000	0.000
condense	0.000	1.000	0.000	0.000	0.000	0.000	0.000
condenser	1.000	0.000	0.000	0.000	0.000	0.000	0.000
condensing	0.000	1.000	0.000	0.000	0.000	0.000	0.000
condicions	1.000	0.000	0.000	0.000	0.000	0.000	0.000
condliffe	1.000	0.000	0.000	0.000	0.000	0.000	0.000
condolences	1.000	0.000	0.000	0.000	0.000	0.000	0.000
condoned	0.000	1.000	0.000	0.000	0.000	0.000	0.000
conductors	1.000	0.000	0.000	0.000	0.000	0.000	0.000
confabulated	0.000	1.000	0.000	0.000	0.000	0.000	0.000
confabulations	1.000	0.000	0.000	0.000	0.000	0.000	0.000
confederates	1.000	0.000	0.000	0.000	0.000	0.000	0.000
confederation	1.000	0.000	0.000	0.000	0.000	0.000	0.000
confederations	1.000	0.000	0.000	0.000	0.000	0.000	0.000
conference's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
conferring	0.000	1.000	0.000	0.000	0.000	0.000	0.000
confers	0.000	1.000	0.000	0.000	0.000	0.000	0.000
confessionals	1.000	0.000	0.000	0.000	0.000	0.000	0.000
confessions	1.000	0.000	0.000	0.000	0.000	0.000	0.000
confessor	1.000	0.000	0.000	0.000	0.000	0.000	0.000
confidant	1.000	0.000	0.000	0.000	0.000	0.000	0.000
confidante	1.000	0.000	0.000	0.000	0.000	0.000	0.000
confidences	1.000	0.000	0.000	0.000	0.000	0.000	0.000
confidentiality	1.000	0.000	0.000	0.000	0.000	0.000	0.000
confinements	1.000	0.000	0.000	0.000	0.000	0.000	0.000
confiscating	0.000	1.000	0.000	0.000	0.000	0.000	0.000
conflagration	1.000	0.000	0.000	0.000	0.000	0.000	0.000
conflict's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
confluent	0.000	0.000	1.000	0.000	0.000	0.000	0.000
conformational	0.500	0.000	0.500	0.000	0.000	0.000	0.000
confounding	0.000	1.000	0.000	0.000	0.000	0.000	0.000
confreres	1.000	0.000	0.000	0.000	0.000	0.000	0.000
confrontations	1.000	0.000	0.000	0.000	0.000	0.000	0.000
confucian	1.000	0.000	0.000	0.000	0.000	0.000	0.000
confuses	0.000	1.000	0.000	0.000	0.000	0.000	0.000
confusin'	0.000	1.000	0.000	0.000	0.000	0.000	0.000
confusing	0.000	0.500	0.500	0.000	0.000	0.000	0.000
cong	1.000	0.000	0.000	0.000	0.000	0.000	0.000
congdon	1.000	0.000	0.000	0.000	0.000	0.000	0.000
congeniality	1.000	0.000	0.000	0.000	0.000	0.000	0.000
congenital	0.000	0.000	1.000	0.000	0.000	0.000	0.000
congo's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
congratulation	1.000	0.000	0.000	0.000	0.000	0.000	0.000
congregated	0.000	1.000	0.000	0.000	0.000	0.000	0.000
congresses	1.000	0.000	0.000	0.000	0.000	0.000	0.000
congressman's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
conjectured	0.000	1.000	0.000	0.000	0.000	0.000	0.000
conjugating	0.000	1.000	0.000	0.000	0.000	0.000	0.000
conjugation	1.000	0.000	0.000	0.000	0.000	0.000	0.000
conjunctions	1.000	0.000	0.000	0.000	0.000	0.000	0.000
conjure	0.000	1.000	0.000	0.000	0.000	0.000	0.000
conlow	1.000	0.000	0.000	0.000	0.000	0.000	0.000
connall	1.000	0.000	0.000	0.000	0.000	0.000	0.000
conneaut	1.000	0.000	0.000	0.000	0.000	0.000	0.000
connecticut's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
conned	0.000	1.000	0.000	0.000	0.000	0.000	0.000
connell	1.000	0.000	0.000	0.000	0.000	0.000	0.000
connelly	1.000	0.000	0.000	0.000	0.000	0.000	0.000
connie	1.000	0.000	0.000	0.000	0.000	0.000	0.000
conning	0.000	1.000	0.000	0.000	0.000	0.000	0.000
connivance	1.000	0.000	0.000	0.000	0.000	0.000	0.000
conniver	1.000	0.000	0.000	0.000	0.000	0.000	0.000
connolly's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
connor	1.000	0.000	0.000	0.000	0.000	0.000	0.000
connote	0.000	1.000	0.000	0.000	0.000	0.000	0.000
connotes	0.000	1.000	0.000	0.000	0.000	0.000	0.000
conpired	0.000	1.000	0.000	0.000	0.000	0.000	0.000
conquering	0.000	1.000	0.000	0.000	0.000	0.000	0.000
conqueror	1.000	0.000	0.000	0.000	0.000	0.000	0.000
conquete	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cons	1.000	0.000	0.000	0.000	0.000	0.000	0.000
consanguineous	0.000	0.000	1.000	0.000	0.000	0.000	0.000
consanguineously	0.000	0.000	0.000	1.000	0.000	0.000	0.000
consciences	1.000	0.000	0.000	0.000	0.000	0.000	0.000
conscionable	0.000	0.000	1.000	0.000	0.000	0.000	0.000
conscript	1.000	0.000	0.000	0.000	0.000	0.000	0.000
consderations	1.000	0.000	0.000	0.000	0.000	0.000	0.000
